if_plate_id,position,sample,antibody,gene_names,locations
411,G5,2,HPA039323,DEPDC4,Cytoskeleton (Microtubules)
411,G7,2,HPA038314,CALCOCO1,Cytoplasm
411,G7,3,HPA038314,CALCOCO1,Cytoplasm
411,H10,2,HPA039720,AMDHD1,"Plasma membrane,Cytoskeleton (Actin filaments)"
411,H10,3,HPA039720,AMDHD1,"Plasma membrane,Cytoskeleton (Actin filaments)"
411,H11,1,HPA040735,RASSF1,"Plasma membrane,Cytoplasm"
411,H11,2,HPA040735,RASSF1,"Plasma membrane,Cytoplasm"
411,H3,1,HPA040203,LMTK3,Nucleoplasm
411,H3,2,HPA040203,LMTK3,Nucleoplasm
411,H4,1,HPA038248,ZBED1,"Nucleus,Cytoplasm,Cytoskeleton (Actin filaments)"
411,H4,2,HPA038248,ZBED1,"Nucleus,Cytoplasm,Cytoskeleton (Actin filaments)"
411,H5,1,HPA038838,UBR1,"Vesicles,Nucleoplasm"
411,H5,2,HPA038838,UBR1,"Vesicles,Nucleoplasm"
411,H8,1,HPA040670,FOXC1,Nucleoplasm
411,H8,3,HPA040670,FOXC1,Nucleoplasm
411,H9,1,HPA040602,RPRD1A,"Nucleus,Golgi apparatus"
411,H9,2,HPA040602,RPRD1A,"Nucleus,Golgi apparatus"
412,A1,1,HPA034829,SF3B6,Nucleoplasm
412,A1,3,HPA034829,SF3B6,Nucleoplasm
412,A11,2,HPA039129,INTS10,"Cytoplasm,Nucleoplasm"
412,A11,3,HPA039129,INTS10,"Cytoplasm,Nucleoplasm"
412,A12,1,HPA038904,PSPC1,"Nucleoli (Fibrillar center),Nucleoplasm"
412,A12,2,HPA038904,PSPC1,"Nucleoli (Fibrillar center),Nucleoplasm"
412,A2,1,HPA038952,ABLIM1,Cytoplasm
412,A2,2,HPA038952,ABLIM1,Cytoplasm
412,A3,2,HPA038804,RUFY1,"Cytoplasm,Nuclear speckles"
412,A3,3,HPA038804,RUFY1,"Cytoplasm,Nuclear speckles"
412,A5,1,HPA035971,MUT,Cytoplasm
412,A5,2,HPA035971,MUT,Cytoplasm
412,A6,1,HPA036515,ZNF622,"Nucleoli,Cytoplasm,Golgi apparatus"
412,A6,2,HPA036515,ZNF622,"Nucleoli,Cytoplasm,Golgi apparatus"
412,B1,1,HPA034487,FOXR2,Nuclear bodies
412,B1,2,HPA034487,FOXR2,Nuclear bodies
412,B11,1,HPA040189,TMEM181,Vesicles
412,B11,4,HPA040189,TMEM181,Vesicles
412,B12,1,HPA038902,PPHLN1,Nucleoplasm
412,B12,2,HPA038902,PPHLN1,Nucleoplasm
412,B2,1,HPA038822,PDZRN3,Cytoplasm
412,B2,2,HPA038822,PDZRN3,Cytoplasm
412,B3,1,HPA038787,PRSS35,Nucleoplasm
412,B3,2,HPA038787,PRSS35,Nucleoplasm
412,B4,4,HPA035925,ARAP2,"Cytoskeleton (Actin filaments),Nucleoplasm"
412,B4,5,HPA035925,ARAP2,"Cytoskeleton (Actin filaments),Nucleoplasm"
412,B5,1,HPA036538,DNAJC18,"Cytoplasm,Cell Junctions"
412,B5,2,HPA036538,DNAJC18,"Cytoplasm,Cell Junctions"
412,B7,1,HPA036623,OTUD4,Cytoplasm
412,B7,2,HPA036623,OTUD4,Cytoplasm
412,B9,1,HPA040157,NAA16,Cytoplasm
412,B9,2,HPA040157,NAA16,Cytoplasm
412,C1,2,HPA035503,LRRC15,"Plasma membrane,Vesicles"
412,C1,5,HPA035503,LRRC15,"Plasma membrane,Vesicles"
412,C10,1,HPA040376,TOX3,"Cytoplasm,Nucleoplasm"
412,C10,2,HPA040376,TOX3,"Cytoplasm,Nucleoplasm"
412,C3,1,HPA038786,SRPX2,Cytoskeleton (Microtubules)
412,C3,2,HPA038786,SRPX2,Cytoskeleton (Microtubules)
412,C5,1,HPA036539,HARS,Cytoplasm
412,C5,2,HPA036539,HARS,Cytoplasm
412,C6,1,HPA036428,PCBD2,Plasma membrane
412,C6,2,HPA036428,PCBD2,Plasma membrane
412,D10,2,HPA040459,FAM96A,"Cytoplasm,Nucleoplasm"
412,D10,3,HPA040459,FAM96A,"Cytoplasm,Nucleoplasm"
412,D11,1,HPA039915,UBE3C,Mitochondria
412,D11,3,HPA039915,UBE3C,Mitochondria
412,D12,3,HPA038887,MYL6B,Vesicles
412,D12,4,HPA038887,MYL6B,Vesicles
412,D2,1,HPA038845,HSPA5,Cytoplasm
412,D2,2,HPA038845,HSPA5,Cytoplasm
412,D3,2,HPA038742,TCIRG1,Mitochondria
412,D3,3,HPA038742,TCIRG1,Mitochondria
412,D5,1,HPA036548,KIAA0141,Nucleoplasm
412,D5,2,HPA036548,KIAA0141,Nucleoplasm
412,D6,1,HPA036424,LARS,"Cytoplasm,Nuclear bodies"
412,D6,2,HPA036424,LARS,"Cytoplasm,Nuclear bodies"
412,D8,1,HPA037393,GEMIN5,"Cytoplasm,Nuclear bodies"
412,D8,2,HPA037393,GEMIN5,"Cytoplasm,Nuclear bodies"
412,E1,1,HPA035876,SNCB,"Cytoplasm,Golgi apparatus"
412,E1,2,HPA035876,SNCB,"Cytoplasm,Golgi apparatus"
412,E11,1,HPA040126,COA4,"Nucleoli (Fibrillar center),Nucleoplasm"
412,E11,2,HPA040126,COA4,"Nucleoli (Fibrillar center),Nucleoplasm"
412,E6,2,HPA036438,CARD6,"Cytoplasm,Focal Adhesions"
412,E6,4,HPA036438,CARD6,"Cytoplasm,Focal Adhesions"
412,E7,3,HPA036421,RNF25,"Cytoplasm,Cytoskeleton (Actin filaments)"
412,E7,4,HPA036421,RNF25,"Cytoplasm,Cytoskeleton (Actin filaments)"
412,F1,1,HPA036287,SEPP1,Nucleus
412,F1,2,HPA036287,SEPP1,Nucleus
412,F10,2,HPA040119,NOP2,Nucleoli
412,F10,3,HPA040119,NOP2,Nucleoli
412,F11,3,HPA040058,ICE2,Nucleoplasm
412,F11,4,HPA040058,ICE2,Nucleoplasm
412,F4,3,HPA035978,FEZ2,"Nucleoli,Cytoplasm"
412,F4,5,HPA035978,FEZ2,"Nucleoli,Cytoplasm"
412,F5,1,HPA035758,ELL2,Nucleoplasm
412,F5,2,HPA035758,ELL2,Nucleoplasm
412,F7,2,HPA036938,TRNT1,Mitochondria
412,F7,3,HPA036938,TRNT1,Mitochondria
412,G10,1,HPA040092,HYI,"Plasma membrane,Cytoplasm"
412,G10,2,HPA040092,HYI,"Plasma membrane,Cytoplasm"
412,G6,1,HPA036444,ABHD14B,"Nucleus,Nucleoli,Cytoplasm"
412,G6,2,HPA036444,ABHD14B,"Nucleus,Nucleoli,Cytoplasm"
412,G7,3,HPA036983,TMEM139,"Plasma membrane,Focal Adhesions"
412,G7,4,HPA036983,TMEM139,"Plasma membrane,Focal Adhesions"
412,G8,1,HPA040176,FAM111A,Nucleoli (Fibrillar center)
412,G8,2,HPA040176,FAM111A,Nucleoli (Fibrillar center)
412,G9,1,HPA040208,SYCE1,Cytoplasm
412,G9,2,HPA040208,SYCE1,Cytoplasm
412,H1,1,HPA038968,NUDT15,Nucleoplasm
412,H1,2,HPA038968,NUDT15,Nucleoplasm
412,H5,1,HPA036683,SUCLG1,"Plasma membrane,Cytoplasm,Mitochondria"
412,H5,2,HPA036683,SUCLG1,"Plasma membrane,Cytoplasm,Mitochondria"
412,H6,1,HPA036431,DMXL1,Nucleoli (Fibrillar center)
412,H6,2,HPA036431,DMXL1,Nucleoli (Fibrillar center)
412,H7,2,HPA037606,CEP164,Centrosome
412,H7,3,HPA037606,CEP164,Centrosome
412,H8,1,HPA040262,CLPX,Mitochondria
412,H8,2,HPA040262,CLPX,Mitochondria
413,A10,1,HPA040403,CRYL1,"Nucleus,Nucleoli,Golgi apparatus"
413,A10,2,HPA040403,CRYL1,"Nucleus,Nucleoli,Golgi apparatus"
413,A12,1,HPA040086,AAAS,"Nuclear membrane,Centrosome"
413,A12,2,HPA040086,AAAS,"Nuclear membrane,Centrosome"
413,A6,1,HPA040410,COG6,"Cytoplasm,Nucleoplasm"
413,A6,2,HPA040410,COG6,"Cytoplasm,Nucleoplasm"
413,A7,3,HPA040665,BCL2L14,Cytoplasm
413,A7,4,HPA040665,BCL2L14,Cytoplasm
413,B10,1,HPA040348,PTPMT1,"Cytoplasm,Mitochondria"
413,B10,2,HPA040348,PTPMT1,"Cytoplasm,Mitochondria"
413,B11,1,HPA040402,SUDS3,"Cytoplasm,Nuclear bodies"
413,B11,2,HPA040402,SUDS3,"Cytoplasm,Nuclear bodies"
413,B2,1,HPA036796,TIPARP,Cytoskeleton (Microtubules)
413,B2,2,HPA036796,TIPARP,Cytoskeleton (Microtubules)
413,B6,1,HPA040280,C11orf49,Nuclear speckles
413,B6,2,HPA040280,C11orf49,Nuclear speckles
413,C1,1,HPA035630,ATP9A,NULL
413,C1,2,HPA035630,ATP9A,NULL
413,C7,1,HPA040716,ZMIZ2,Nucleoplasm
413,C7,2,HPA040716,ZMIZ2,Nucleoplasm
413,C8,1,HPA040734,KCTD4,NULL
413,C8,3,HPA040734,KCTD4,NULL
413,C9,1,HPA040518,SLC16A14,Cytoplasm
413,C9,2,HPA040518,SLC16A14,Cytoplasm
413,D1,1,HPA035373,SLC30A5,"Nucleus,Golgi apparatus"
413,D1,2,HPA035373,SLC30A5,"Nucleus,Golgi apparatus"
413,D11,1,HPA040441,COG6,"Golgi apparatus,Nucleoplasm"
413,D11,3,HPA040441,COG6,"Golgi apparatus,Nucleoplasm"
413,D12,1,HPA040355,DGKH,"Nucleus,Nuclear membrane,Cytoplasm"
413,D12,2,HPA040355,DGKH,"Nucleus,Nuclear membrane,Cytoplasm"
413,D3,1,HPA040229,GADL1,Nucleoplasm
413,D3,2,HPA040229,GADL1,Nucleoplasm
413,D4,1,HPA040851,NARFL,"Plasma membrane,Cytoplasm"
413,D4,2,HPA040851,NARFL,"Plasma membrane,Cytoplasm"
413,D5,1,HPA041138,SLC12A4,Vesicles
413,D5,2,HPA041138,SLC12A4,Vesicles
413,D7,1,HPA040709,GAREM,"Cytoplasm,Nucleoplasm"
413,D7,2,HPA040709,GAREM,"Cytoplasm,Nucleoplasm"
413,D9,1,HPA040672,CDKL2,"Centrosome,Nucleoplasm"
413,D9,2,HPA040672,CDKL2,"Centrosome,Nucleoplasm"
413,E12,1,HPA040336,ABCD2,Vesicles
413,E12,3,HPA040336,ABCD2,Vesicles
413,E4,1,HPA041179,C16orf87,Nuclear bodies
413,E4,2,HPA041179,C16orf87,Nuclear bodies
413,E5,1,HPA040932,LSM4,Vesicles
413,E5,2,HPA040932,LSM4,Vesicles
413,E8,1,HPA040595,CFAP53,Cytoplasm
413,E8,2,HPA040595,CFAP53,Cytoplasm
413,E9,1,HPA040725,CALML5,"Plasma membrane,Cytoplasm"
413,E9,2,HPA040725,CALML5,"Plasma membrane,Cytoplasm"
413,F11,2,HPA040353,COG3,"Plasma membrane,Cytoplasm,Golgi apparatus,Nucleoplasm"
413,F11,3,HPA040353,COG3,"Plasma membrane,Cytoplasm,Golgi apparatus,Nucleoplasm"
413,F12,1,HPA039498,NLRP10,"Cytoplasm,Nucleoplasm"
413,F12,3,HPA039498,NLRP10,"Cytoplasm,Nucleoplasm"
413,F4,1,HPA041107,TRAPPC8,"Cytoplasm,Cytoskeleton (Microtubules)"
413,F4,2,HPA041107,TRAPPC8,"Cytoplasm,Cytoskeleton (Microtubules)"
413,F6,1,HPA039566,IGFN1,"Cytoplasm,Cytoskeleton (Microtubules)"
413,F6,2,HPA039566,IGFN1,"Cytoplasm,Cytoskeleton (Microtubules)"
413,F7,1,HPA040636,NUDT13,Nucleoplasm
413,F7,2,HPA040636,NUDT13,Nucleoplasm
413,F8,1,HPA039213,TRIM7,"Cytoplasm,Vesicles,Nucleoplasm"
413,F8,2,HPA039213,TRIM7,"Cytoplasm,Vesicles,Nucleoplasm"
413,F9,1,HPA039632,DCPS,Nucleoplasm
413,F9,2,HPA039632,DCPS,Nucleoplasm
413,G1,1,HPA039254,TRAFD1,"Cytoplasm,Nucleoplasm"
413,G1,2,HPA039254,TRAFD1,"Cytoplasm,Nucleoplasm"
413,G11,1,HPA040413,NEK1,Nuclear membrane
413,G11,2,HPA040413,NEK1,Nuclear membrane
413,G2,1,HPA036838,STK11IP,"Cytoplasm,Vesicles"
413,G2,2,HPA036838,STK11IP,"Cytoplasm,Vesicles"
413,G3,1,HPA040233,TMEM18,Mitochondria
413,G3,2,HPA040233,TMEM18,Mitochondria
413,G4,1,HPA041164,EDC4,"Vesicles,Nucleoplasm"
413,G4,2,HPA041164,EDC4,"Vesicles,Nucleoplasm"
413,G7,1,HPA040750,PRSS54,Cytoplasm
413,G7,2,HPA040750,PRSS54,Cytoplasm
413,G8,1,HPA040832,ZNF609,"Cytoplasm,Nuclear bodies"
413,G9,1,HPA039216,CSTF2T,Nucleoplasm
413,G9,2,HPA039216,CSTF2T,Nucleoplasm
413,H1,1,HPA039360,NUP58,"Plasma membrane,Cytoplasm,Mitochondria"
413,H1,2,HPA039360,NUP58,"Plasma membrane,Cytoplasm,Mitochondria"
413,H11,1,HPA040512,PSMD9,"Plasma membrane,Cytoplasm"
413,H11,2,HPA040512,PSMD9,"Plasma membrane,Cytoplasm"
413,H2,1,HPA036408,LRPPRC,Mitochondria
413,H2,2,HPA036408,LRPPRC,Mitochondria
413,H3,2,HPA039496,PIH1D2,"Cytoplasm,Nuclear speckles"
413,H3,4,HPA039496,PIH1D2,"Cytoplasm,Nuclear speckles"
413,H5,1,HPA039634,ARL14EP,"Nucleus,Nucleoli,Cytoplasm,Vesicles,Focal Adhesions"
413,H5,2,HPA039634,ARL14EP,"Nucleus,Nucleoli,Cytoplasm,Vesicles,Focal Adhesions"
413,H7,1,HPA040744,PGLS,Nucleoplasm
413,H7,2,HPA040744,PGLS,Nucleoplasm
413,H9,1,HPA039707,CCDC83,"Plasma membrane,Cytoplasm"
413,H9,2,HPA039707,CCDC83,"Plasma membrane,Cytoplasm"
415,A1,1,HPA032097,CLCN6,"Plasma membrane,Cytoplasm"
415,A1,4,HPA032097,CLCN6,"Plasma membrane,Cytoplasm"
415,A12,1,HPA040705,ANKRD12,"Cytoplasm,Nucleoplasm"
415,A12,2,HPA040705,ANKRD12,"Cytoplasm,Nucleoplasm"
415,A3,1,HPA040188,DENND4B,"Golgi apparatus,Nucleoplasm"
415,A3,2,HPA040188,DENND4B,"Golgi apparatus,Nucleoplasm"
415,B11,1,HPA040505,FERMT2,Nucleoplasm
415,B11,2,HPA040505,FERMT2,Nucleoplasm
415,B12,1,HPA040845,IQCH,Cytoplasm
415,B12,2,HPA040845,IQCH,Cytoplasm
415,B4,1,HPA039235,FGD4,Cytoskeleton (Actin filaments)
415,B4,2,HPA039235,FGD4,Cytoskeleton (Actin filaments)
415,B7,1,HPA039337,POLR1D,"Golgi apparatus,Nucleoplasm"
415,B7,2,HPA039337,POLR1D,"Golgi apparatus,Nucleoplasm"
415,C1,1,HPA032154,ZNF292,"Nucleus,Nuclear membrane"
415,C1,2,HPA032154,ZNF292,"Nucleus,Nuclear membrane"
415,C11,1,HPA039588,HADH,"Mitochondria,Nucleoplasm"
415,C11,2,HPA039588,HADH,"Mitochondria,Nucleoplasm"
415,C12,1,HPA038933,C11orf80,Centrosome
415,C12,2,HPA038933,C11orf80,Centrosome
415,C2,1,HPA036049,FBXL18,"Cytoplasm,Nucleoplasm"
415,C2,3,HPA036049,FBXL18,"Cytoplasm,Nucleoplasm"
415,C4,1,HPA041266,CBLN3,Nucleoplasm
415,C4,2,HPA041266,CBLN3,Nucleoplasm
415,D1,1,HPA032138,PRTG,"Plasma membrane,Cytoplasm,Vesicles"
415,D1,2,HPA032138,PRTG,"Plasma membrane,Cytoplasm,Vesicles"
415,D10,1,HPA040454,ITPKA,NULL
415,D10,2,HPA040454,ITPKA,NULL
415,D11,1,HPA040383,CAPN6,NULL
415,D11,2,HPA040383,CAPN6,NULL
415,D2,1,HPA040256,SLTM,Nuclear bodies
415,D2,2,HPA040256,SLTM,Nuclear bodies
415,D4,1,HPA038255,DEPDC1B,"Cytoplasm,Golgi apparatus,Nucleoplasm"
415,D4,4,HPA038255,DEPDC1B,"Cytoplasm,Golgi apparatus,Nucleoplasm"
415,D8,1,HPA039978,NIPAL3,Nucleoplasm
415,D8,2,HPA039978,NIPAL3,Nucleoplasm
415,D9,1,HPA040446,SPAG9,"Cytoplasm,Microtubule organizing center"
415,D9,3,HPA040446,SPAG9,"Cytoplasm,Microtubule organizing center"
415,E1,1,HPA030936,R3HDM1,"Cytoplasm,Nucleoplasm"
415,E1,2,HPA030936,R3HDM1,"Cytoplasm,Nucleoplasm"
415,E12,1,HPA038854,CCDC77,Nuclear membrane
415,E12,2,HPA038854,CCDC77,Nuclear membrane
415,E2,1,HPA040202,STAMBPL1,Plasma membrane
415,E2,2,HPA040202,STAMBPL1,Plasma membrane
415,E8,2,HPA040698,LNX2,"Plasma membrane,Vesicles"
415,E8,3,HPA040698,LNX2,"Plasma membrane,Vesicles"
415,E9,1,HPA040398,KLF5,"Golgi apparatus,Vesicles,Nucleoplasm"
415,E9,3,HPA040398,KLF5,"Golgi apparatus,Vesicles,Nucleoplasm"
415,F10,1,HPA039946,TIMM10,Mitochondria
415,F10,2,HPA039946,TIMM10,Mitochondria
415,F12,2,HPA038935,NRG2,NULL
415,F12,3,HPA038935,NRG2,NULL
415,F2,1,HPA040273,ANKRD49,Nucleoplasm
415,F2,2,HPA040273,ANKRD49,Nucleoplasm
415,F3,1,HPA040373,TALDO1,NULL
415,F3,2,HPA040373,TALDO1,NULL
415,F5,3,HPA039170,HERC3,Cytoplasm
415,F5,4,HPA039170,HERC3,Cytoplasm
415,F7,1,HPA039030,PATL1,Vesicles
415,F7,2,HPA039030,PATL1,Vesicles
415,F8,1,HPA040749,C20orf196,"Golgi apparatus,Vesicles"
415,F8,2,HPA040749,C20orf196,"Golgi apparatus,Vesicles"
415,G10,1,HPA040070,RSRC2,"Centrosome,Nuclear speckles,Nucleoli (Fibrillar center)"
415,G10,2,HPA040070,RSRC2,"Centrosome,Nuclear speckles,Nucleoli (Fibrillar center)"
415,G11,1,HPA039230,SDS,Cytoplasm
415,G11,2,HPA039230,SDS,Cytoplasm
415,G3,1,HPA040503,CEP192,NULL
415,G3,2,HPA040503,CEP192,NULL
415,G4,1,HPA039017,MMAB,Mitochondria
415,G4,2,HPA039017,MMAB,Mitochondria
415,G5,1,HPA039323,DEPDC4,Cytoskeleton (Microtubules)
415,G5,2,HPA039323,DEPDC4,Cytoskeleton (Microtubules)
415,G7,1,HPA038314,CALCOCO1,Cytoplasm
415,G7,2,HPA038314,CALCOCO1,Cytoplasm
415,H11,1,HPA040735,RASSF1,"Plasma membrane,Cytoplasm"
415,H11,2,HPA040735,RASSF1,"Plasma membrane,Cytoplasm"
415,H3,1,HPA040203,LMTK3,Nucleoplasm
415,H3,2,HPA040203,LMTK3,Nucleoplasm
415,H4,2,HPA038248,ZBED1,"Cytoplasm,Cytoskeleton (Actin filaments),Nucleoplasm"
415,H4,3,HPA038248,ZBED1,"Cytoplasm,Cytoskeleton (Actin filaments),Nucleoplasm"
415,H5,1,HPA038838,UBR1,"Vesicles,Nucleoplasm"
415,H5,2,HPA038838,UBR1,"Vesicles,Nucleoplasm"
415,H8,1,HPA040670,FOXC1,Nucleoplasm
415,H8,2,HPA040670,FOXC1,Nucleoplasm
415,H9,1,HPA040602,RPRD1A,"Golgi apparatus,Nucleoplasm"
415,H9,2,HPA040602,RPRD1A,"Golgi apparatus,Nucleoplasm"
416,A1,2,HPA032097,CLCN6,"Plasma membrane,Cytoplasm"
416,A1,3,HPA032097,CLCN6,"Plasma membrane,Cytoplasm"
416,A12,1,HPA040705,ANKRD12,"Cytoplasm,Nucleoplasm"
416,A12,2,HPA040705,ANKRD12,"Cytoplasm,Nucleoplasm"
416,A3,1,HPA040188,DENND4B,"Nucleus,Golgi apparatus"
416,A3,2,HPA040188,DENND4B,"Nucleus,Golgi apparatus"
416,B1,1,HPA030899,LEPR,Vesicles
416,B1,2,HPA030899,LEPR,Vesicles
416,B11,3,HPA040505,FERMT2,Focal Adhesions
416,B11,4,HPA040505,FERMT2,Focal Adhesions
416,B12,1,HPA040845,IQCH,Cytoplasm
416,B12,2,HPA040845,IQCH,Cytoplasm
416,B4,1,HPA039235,FGD4,Cytoskeleton (Actin filaments)
416,B4,3,HPA039235,FGD4,Cytoskeleton (Actin filaments)
416,B7,1,HPA039337,POLR1D,"Golgi apparatus,Nucleoplasm"
416,B7,2,HPA039337,POLR1D,"Golgi apparatus,Nucleoplasm"
416,C1,1,HPA032154,ZNF292,"Nucleus,Nuclear membrane"
416,C1,2,HPA032154,ZNF292,"Nucleus,Nuclear membrane"
416,C11,1,HPA039588,HADH,"Mitochondria,Nucleoplasm"
416,C11,2,HPA039588,HADH,"Mitochondria,Nucleoplasm"
416,C12,1,HPA038933,C11orf80,Centrosome
416,C12,2,HPA038933,C11orf80,Centrosome
416,C2,1,HPA036049,FBXL18,"Cytoplasm,Nucleoplasm"
416,C2,2,HPA036049,FBXL18,"Cytoplasm,Nucleoplasm"
416,C4,1,HPA041266,CBLN3,Nucleoplasm
416,C4,2,HPA041266,CBLN3,Nucleoplasm
416,D1,1,HPA032138,PRTG,Cytoplasm
416,D1,2,HPA032138,PRTG,Cytoplasm
416,D10,1,HPA040454,ITPKA,Vesicles
416,D10,2,HPA040454,ITPKA,Vesicles
416,D11,1,HPA040383,CAPN6,NULL
416,D11,2,HPA040383,CAPN6,NULL
416,D2,1,HPA040256,SLTM,Nuclear bodies
416,D2,2,HPA040256,SLTM,Nuclear bodies
416,D4,1,HPA038255,DEPDC1B,"Cytoplasm,Golgi apparatus,Nucleoplasm"
416,D4,2,HPA038255,DEPDC1B,"Cytoplasm,Golgi apparatus,Nucleoplasm"
416,D5,1,HPA038621,TOLLIP,"Plasma membrane,Cytoplasm"
416,D5,2,HPA038621,TOLLIP,"Plasma membrane,Cytoplasm"
416,D8,1,HPA039978,NIPAL3,Nucleoplasm
416,D8,2,HPA039978,NIPAL3,Nucleoplasm
416,D9,1,HPA040446,SPAG9,"Cytoplasm,Microtubule organizing center"
416,D9,2,HPA040446,SPAG9,"Cytoplasm,Microtubule organizing center"
416,E1,1,HPA030936,R3HDM1,"Cytoplasm,Nucleoplasm"
416,E1,2,HPA030936,R3HDM1,"Cytoplasm,Nucleoplasm"
416,E12,1,HPA038854,CCDC77,Nuclear membrane
416,E12,2,HPA038854,CCDC77,Nuclear membrane
416,E2,1,HPA040202,STAMBPL1,Plasma membrane
416,E2,2,HPA040202,STAMBPL1,Plasma membrane
416,E8,1,HPA040698,LNX2,"Plasma membrane,Cytoplasm,Vesicles"
416,E8,2,HPA040698,LNX2,"Plasma membrane,Cytoplasm,Vesicles"
416,E9,1,HPA040398,KLF5,"Golgi apparatus,Nucleoplasm"
416,E9,2,HPA040398,KLF5,"Golgi apparatus,Nucleoplasm"
416,F10,1,HPA039946,TIMM10,Mitochondria
416,F10,2,HPA039946,TIMM10,Mitochondria
416,F2,1,HPA040273,ANKRD49,Nucleoplasm
416,F2,2,HPA040273,ANKRD49,Nucleoplasm
416,F4,1,HPA039020,VPS11,Cytoplasm
416,F4,2,HPA039020,VPS11,Cytoplasm
416,F5,1,HPA039170,HERC3,Cytoplasm
416,F5,2,HPA039170,HERC3,Cytoplasm
416,F7,3,HPA039030,PATL1,Vesicles
416,F7,4,HPA039030,PATL1,Vesicles
416,F8,1,HPA040749,C20orf196,"Endoplasmic reticulum,Vesicles"
416,F8,2,HPA040749,C20orf196,"Endoplasmic reticulum,Vesicles"
416,G10,1,HPA040070,RSRC2,"Nucleoli,Cytoplasm,Centrosome,Nuclear speckles"
416,G10,3,HPA040070,RSRC2,"Nucleoli,Cytoplasm,Centrosome,Nuclear speckles"
416,G11,1,HPA039230,SDS,Cytoplasm
416,G11,2,HPA039230,SDS,Cytoplasm
416,G2,1,HPA040254,ATP8B4,"Vesicles,Nucleoplasm"
416,G2,2,HPA040254,ATP8B4,"Vesicles,Nucleoplasm"
416,G3,1,HPA040503,CEP192,"Cytoplasm,Centrosome"
416,G3,2,HPA040503,CEP192,"Cytoplasm,Centrosome"
416,G4,1,HPA039017,MMAB,Mitochondria
416,G4,2,HPA039017,MMAB,Mitochondria
416,G5,1,HPA039323,DEPDC4,Cytoskeleton (Microtubules)
416,G5,2,HPA039323,DEPDC4,Cytoskeleton (Microtubules)
416,G7,3,HPA038314,CALCOCO1,Cytoplasm
416,G7,4,HPA038314,CALCOCO1,Cytoplasm
416,H10,2,HPA039720,AMDHD1,Focal Adhesions
416,H10,4,HPA039720,AMDHD1,Focal Adhesions
416,H11,1,HPA040735,RASSF1,"Plasma membrane,Cytoplasm"
416,H11,2,HPA040735,RASSF1,"Plasma membrane,Cytoplasm"
416,H4,1,HPA038248,ZBED1,"Cytoplasm,Nuclear bodies"
416,H4,3,HPA038248,ZBED1,"Cytoplasm,Nuclear bodies"
416,H5,1,HPA038838,UBR1,"Vesicles,Nucleoplasm"
416,H5,2,HPA038838,UBR1,"Vesicles,Nucleoplasm"
416,H8,1,HPA040670,FOXC1,"Cytoplasm,Nucleoplasm"
416,H8,2,HPA040670,FOXC1,"Cytoplasm,Nucleoplasm"
416,H9,1,HPA040602,RPRD1A,"Nucleus,Golgi apparatus"
416,H9,2,HPA040602,RPRD1A,"Nucleus,Golgi apparatus"
417,A10,1,HPA040403,CRYL1,"Nucleus,Nucleoli,Plasma membrane"
417,A10,2,HPA040403,CRYL1,"Nucleus,Nucleoli,Plasma membrane"
417,A12,2,HPA040086,AAAS,Nuclear membrane
417,A12,3,HPA040086,AAAS,Nuclear membrane
417,A4,1,HPA040306,OGFOD2,Nucleoplasm
417,A4,2,HPA040306,OGFOD2,Nucleoplasm
417,A6,1,HPA040410,COG6,"Cytoplasm,Nucleoplasm"
417,A6,2,HPA040410,COG6,"Cytoplasm,Nucleoplasm"
417,A7,1,HPA040665,BCL2L14,Cytoplasm
417,A7,2,HPA040665,BCL2L14,Cytoplasm
417,B1,1,HPA035305,FGFR2,Cell Junctions
417,B1,2,HPA035305,FGFR2,Cell Junctions
417,B10,1,HPA040348,PTPMT1,"Cytoplasm,Mitochondria"
417,B10,2,HPA040348,PTPMT1,"Cytoplasm,Mitochondria"
417,B11,1,HPA040402,SUDS3,Cytoplasm
417,B11,2,HPA040402,SUDS3,Cytoplasm
417,B2,1,HPA036796,TIPARP,Cytoskeleton (Microtubules)
417,B2,2,HPA036796,TIPARP,Cytoskeleton (Microtubules)
417,B6,1,HPA040280,C11orf49,Nuclear speckles
417,B6,2,HPA040280,C11orf49,Nuclear speckles
417,C1,1,HPA035630,ATP9A,Nucleus
417,C1,2,HPA035630,ATP9A,Nucleus
417,C7,1,HPA040716,ZMIZ2,"Mitochondria,Nucleoplasm"
417,C7,2,HPA040716,ZMIZ2,"Mitochondria,Nucleoplasm"
417,C8,1,HPA040734,KCTD4,NULL
417,C8,2,HPA040734,KCTD4,NULL
417,C9,1,HPA040518,SLC16A14,"Cytoplasm,Endoplasmic reticulum"
417,C9,2,HPA040518,SLC16A14,"Cytoplasm,Endoplasmic reticulum"
417,D1,1,HPA035373,SLC30A5,"Nucleus,Nucleoli,Golgi apparatus"
417,D1,2,HPA035373,SLC30A5,"Nucleus,Nucleoli,Golgi apparatus"
417,D11,1,HPA040441,COG6,"Golgi apparatus,Nucleoplasm"
417,D11,2,HPA040441,COG6,"Golgi apparatus,Nucleoplasm"
417,D12,1,HPA040355,DGKH,"Nucleus,Nuclear membrane,Cytoplasm"
417,D12,2,HPA040355,DGKH,"Nucleus,Nuclear membrane,Cytoplasm"
417,D2,1,HPA036850,BEND4,"Nucleus,Cytoplasm,Nucleoli (Fibrillar center)"
